code,name,address,phone
3732020275,坤泰牙醫診所,桃園市中壢區中原里興農路21號,034551625
3732020284,遠東牙醫診所,桃園市中壢區中央西路一段65號,034228188
3732020300,大和牙醫診所,桃園市中壢區中平路25號,034220360
3732020328,王牙醫診所,桃園市中壢區成功里中華路一段184號,034552735
3732020346,祥齡牙醫診所,桃園市中壢區中山東路一段150號,034521850
3732020355,新明牙醫診所,桃園市中壢區民族路250號,034925568
3732020373,宏儒牙醫診所,桃園市中壢區中正路543號1樓,034942550
3732020382,奕傑牙醫診所,桃園市中壢區福州一街106號1樓,034624168
3732020391,廖永楷牙醫診所,桃園市中壢區廣明路119號,034913416
3732020426,尚賢牙醫診所,桃園市中壢區健行路109號,034575467
3732020435,范姜牙醫診所,桃園市中壢區福德里11鄰福德路80號,034630270
3732020462,長江牙醫診所,桃園市中壢區中山路508號,034915269
3732020579,逢良牙醫診所,桃園市中壢區信義里新中北路97號,034663569
3732020597,良銘牙醫診所,桃園市中壢區龍岡路二段40號,034590362
3732020613,揚昇牙醫診所,桃園市中壢區龍東路94號,034366357
3732020622,政寧牙醫診所,桃園市中壢區龍平里龍東路152號,034658996
3732020631,華國牙醫診所,桃園市中壢區環中東路175號,034353188
3732020659,杏福牙醫診所,桃園市中壢區龍東里龍東路255巷6號,034659909
3732020668,立人牙醫診所,桃園市中壢區健行里健行路164號,034585686
3732020677,汎美牙醫診所,桃園市中壢區普仁里中山東路二段73號,034665986
3732020686,時代牙醫診所,桃園市中壢區中央里元化路69號,034223655
3732020695,紐大牙醫診所,桃園市中壢區中央東路116號,034256625
3732020720,康碩牙醫診所,桃園市中壢區中山東路一段76號,034515726
3732020748,順泰牙醫診所,桃園市中壢區中央西路二段65號一樓,034936540
3732020775,德暉牙醫診所,桃園市中壢區中山東路4段84號,034659916
3732020800,超凡牙醫診所,桃園市中壢區中山東路三段25號,034565220
3732020820,潔美牙醫診所,桃園市中壢區中華路一段354號,034558990
3732020828,博揚牙醫診所,桃園市中壢區普仁里日新路7之1號,034655075
3732020846,弘恩牙醫診所,桃園市中壢區復興路31號1至2樓,034220786
3732020873,佳新牙醫診所,桃園市中壢區中山東路2段97號,034368220
3732020908,上揚牙醫診所,桃園市中壢區元化路49號,034255088
3732020944,慈惠牙醫診所,桃園市中壢區慈惠三街149號,034273468
3732020953,超品牙醫診所,桃園市中壢區光明里中央西路二段127號,034928869
3732021129,福星牙醫診所,桃園市中壢區福州二街415號1Ｆ,034525748
3732021138,佳承牙醫診所,桃園市中壢區成功里中華路一段202號1－2樓,034519448
3732021147,韋承牙醫診所,桃園市中壢區龍岡路3段112號1樓,034576974
3732021174,群英牙醫診所,桃園市中壢區中正路221號,034272803
3732021209,春田牙醫診所,桃園市中壢區福州二街416號,034615457
3732021263,智揚牙醫診所,桃園市中壢區中山路539號,034928163
3732021281,元培牙醫診所,桃園市中壢區元化路二段十六號,034221245
3732021290,精英牙醫診所,桃園市中壢區元化路64號1Ｆ,034225605
3732021316,煥生牙醫診所,桃園市中壢區中壢里中正路240號,034222013
3732021334,中心牙醫診所,桃園市中壢區中正路179號,034220268
3732021352,華大牙醫診所,桃園市中壢區中正路143號,034221337
3732022340,貝多芬牙醫診所,桃園市中壢區中山東路二段173號,034363669
3732022359,智康牙醫診所,桃園市中壢區榮民路七十三號,034555779
3732022377,健昇牙醫診所,桃園市中壢區榮民路101號,034553174
3732022386,國際牙醫診所,桃園市中壢區元化路57號,034255035
3732022448,新生牙醫診所,桃園市中壢區新生路301號,034277289
3732022475,宏源牙醫診所,桃園市中壢區文化路361號,034621388
3732022500,至善牙醫診所,桃園市中壢區中北路二段82號,034588307
3732022564,全家福牙醫診所,桃園市中壢區中北路二段460號,034368005
3732022573,名贊牙醫診所,桃園市中壢區新明路97號,034929256
3732022582,永潔牙醫診所,桃園市中壢區新中北路49、51號,034362740
3732022591,精誠牙醫診所,桃園市中壢區中正路343號,034927492
3732022608,永福牙醫診所,桃園市中壢區永福路1037號,034633366
3732022617,鼎新牙醫診所,桃園市中壢區莊敬路811巷7號,034358421
3732022626,冠眾牙醫診所,桃園市中壢區元化路99號1樓,034276007
3732022635,東津牙醫診所,桃園市中壢區興仁路一段99號,034631021
3732022644,源泰牙醫診所,桃園市中壢區龍岡路二段八號一樓、二樓,034670066
3732022653,德欣牙醫診所,桃園市中壢區民族路五段80號,034205737
3732022671,建田牙醫診所,桃園市中壢區龍東路267號,034385146
3732022680,育德牙醫診所,桃園市中壢區中山東路三段242號,034379009
3732022706,上品杏林牙醫診所,桃園市中壢區民族路41號1至2樓,034937999
3732022724,典範牙醫診所,桃園市中壢區新生路一八七號,034266866
3732022804,宏悅牙醫診所,桃園市中壢區中山東路二段188號,034381226
3732022822,品臻牙醫診所,桃園市中壢區中北路49號,034374567
3732022840,新典美學牙醫診所,桃園市中壢區三光路60號,034911668
3732022868,壯青牙醫診所,桃園市中壢區中山路163號,034255558
3732022877,晶鑽牙醫診所,桃園市中壢區中山路50號1樓,034275881
3732022886,益智牙醫診所,桃園市中壢區忠孝路265號2樓,034526759
3732022895,非凡牙醫診所,桃園市中壢區健行路37號及39號1樓,034591599
3732022902,品碩牙醫診所,桃園市中壢區莊敬路817號,034611109
3732022939,高第牙醫診所,桃園市中壢區中山東路二段33號1樓,034652000
3732022966,阿米答牙醫診所,桃園市中壢區興農路118號1樓,034522528
3732022984,名一牙醫診所,桃園市中壢區龍岡路2段120號1、2樓,034575460
3732023025,聯安牙醫診所,桃園市中壢區新生路139號1樓,034223636
3732023052,當代牙醫診所,桃園市中壢區中央西路二段43號、45號、47號1樓、2樓,034948311
3732023061,新當代牙醫診所,桃園市中壢區民權路175、177號1-2樓,034013176
3732023070,吉品牙醫診所,桃園市中壢區榮安一街200號1樓,034638638
3732023089,青青牙醫診所,桃園市中壢區九和六街7號1樓、9號1樓,034224891
3732023098,綠光牙醫診所,桃園市中壢區元化路117號1－2樓,032805911
3732023105,桃樂絲牙醫診所,桃園市中壢區元化路271巷30號3樓,034625333
3732023123,澄品牙醫診所,桃園市中壢區慈惠三街119號1-2F,034261336
3732023132,歐唯貝斯牙醫診所,桃園市中壢區元化路28號2樓、30號2樓、32號1樓,032806186
3732023150,品安牙醫診所,桃園市中壢區莊敬路98號1樓,034535004
3732023169,晶華牙醫診所,桃園市中壢區新生路273號1、2樓,034256330
3732023178,亞緻牙醫診所,桃園市中壢區元化路292、296、298號1樓,034224678
3732023187,A21牙醫診所,桃園市中壢區環北路151號1、2樓,034517766
3732023196,宏綺牙醫診所,桃園市中壢區林森路171號1樓、地下1樓,034670851
3732023212,維思登牙醫診所,桃園市中壢區高鐵站前西路1段206號，1樓、2樓,034533551
3732023221,微美牙醫診所,桃園市中壢區延平路450號1、2樓；大同路31號1、2樓,034260276
3732023230,彼德牙醫診所,桃園市中壢區榮安13街315號1─3樓,034523766
3732023249,當代明新牙醫診所,桃園市中壢區中央西路二段59號1樓,034948288
3732023258,格林牙醫診所,桃園市中壢區慈惠三街130號1－2樓,034225967
3732023267,當代興國牙醫診所,桃園市中壢區中豐路86號1－4樓,034255928
3732023294,康雅牙醫診所,桃園市中壢區自強六路41號1－2樓,034610471
3732023301,新隆豐牙醫診所,桃園市中壢區龍東路23號1樓、2樓,034367671
3732023310,元化澄品牙醫診所,桃園市中壢區元化路19號1－4樓,034220238
3732023329,新中北牙醫診所,桃園市中壢區新中北路2段453號1樓及455號1樓,032850888
3732023338,澄心牙醫診所,桃園市中壢區環中東路291號1樓,034331332
3732030011,國泰牙醫診所,桃園市大溪區興和里中央路151號,033883100
3732030020,信安牙醫診所,桃園市大溪區一心里慈湖路40號,033884808
3732030066,康絜牙醫診所,桃園市大溪區仁武里介壽路906號,033894912
3732030075,品品牙醫診所,桃園市大溪區介壽路79號,033906882
3732030093,聯華牙醫診所,桃園市大溪區中正東路13號,033881742
3732030155,嘉南牙醫診所,桃園市大溪區員林路1段217號,033895679
3732030164,京東牙醫診所,桃園市大溪區慈湖路76之1號1－2樓,033877757
3732031241,珈陞牙醫診所,桃園市大溪區民權東路10號,033877961
3732031296,昇洋牙醫診所,桃園市大溪區民權東路36號,033880633
3732031303,范牙醫診所,桃園市大溪區康莊路92號,033887118
3732031312,尚倫牙醫診所,桃園市大溪區慈湖路28號,033879588
3732031321,大千牙醫診所,桃園市大溪區員林路2段387號1樓,033908145
3732031330,爵欣牙醫診所,桃園市大溪區員林路一段175號1、2樓,033906155
3732040017,愛德牙醫診所,桃園市楊梅區楊江里武營街52號,034757112
3732040035,涂牙醫診所,桃園市楊梅區中興路127號,034823424
3732040062,宏康牙醫診所,桃園市楊梅區光華里新興街125巷7號,034828583
3732040071,仁愛牙醫診所,桃園市楊梅區新成路207號,034751996
3732040106,永生牙醫診所洪德（方方土）,桃園市楊梅區中興路66號,034827532
3732040133,康潔牙醫診所,桃園市楊梅區新成路41號,034757770
3732040142,自然牙醫診所,桃園市楊梅區新成路223號,034783751
3732040179,華聖牙醫診所,桃園市楊梅區四維路182號1樓,034815789
3732040213,永康牙醫診所,桃園市楊梅區大成路194號,034754516
3732040231,連美牙醫診所,桃園市楊梅區四維路13、15號1、2樓,034825025
3732040295,東太牙醫診所,桃園市楊梅區光華街12號1樓、2樓,034853361
3732041283,益新牙醫診所,桃園市楊梅區文化街208號,034813465
3732041318,鈺恩牙醫診所,桃園市楊梅區新成路139號1樓,034850075
3732041336,新新牙醫診所,桃園市楊梅區永美路213號,034815803
3732041345,宸康牙醫診所,桃園市楊梅區民族路5段245號,034902368
3732041407,天祥牙醫診所,桃園市楊梅區大成路156號1樓,034757766
3732041416,上誠牙醫診所,桃園市楊梅區新成路48號1樓及2樓,034851188
3732041425,當代楊新牙醫診所,桃園市楊梅區光華街28號1樓,034759818
3732041434,凱虹牙醫診所,桃園市楊梅區瑞福街97號1樓,034815063
3732041443,新芳牙醫診所,桃園市楊梅區新農街9號1樓,034780808
3732041452,協美牙醫診所,桃園市楊梅區中山北路2段88號1樓、2樓,034317217
3732050013,天仁牙醫診所,桃園市蘆竹區中正路132號,033525789
3732050022,芳川牙醫診所,桃園市蘆竹區南崁里南竹路1之7號,033227282
3732050059,微笑牙醫診所,桃園市蘆竹區南崁中正路391號,033527655
3732050086,天一牙醫診所,桃園市蘆竹區錦興里中正路411號,033525246
3732050111,上林牙醫診所,桃園市蘆竹區南崁路203號,033528779
3732050120,吉美牙醫診所,桃園市蘆竹區南崁路346－1號,033229383
3732050139,宏福牙醫診所,桃園市蘆竹區上竹里大竹路555號,033233084
3732050157,惠群牙醫診所,桃園市蘆竹區錦中里南崁路272號,033210522
3732050166,三三牙醫診所,桃園市蘆竹區南崁路126號,033228964
3732051314,永泰牙醫診所,桃園市蘆竹區南山路三段294號1樓,033240256
3732051332,康華牙醫診所,桃園市蘆竹區南上路19號1－2樓,033530789
3732051430,宏慈牙醫診所,桃園市蘆竹區南竹路一段92號,032126022
3732051485,京敦牙醫診所,桃園市蘆竹區吉林路142號1樓,032129702
3732051501,合心牙醫診所,桃園市蘆竹區大竹路五一八號,033131858
3732051510,維成牙醫診所,桃園市蘆竹區五福路86號1樓,033116110
3732051538,長興牙醫診所,桃園市蘆竹區大竹里大新路19號,033137122
3732051547,佳揚牙醫診所,桃園市蘆竹區中山路220號1樓,033529782
3732051556,臻品牙醫診所,桃園市蘆竹區中山路183號1樓,032122200
3732051565,健成牙醫診所,桃園市蘆竹區奉化路128號,032129377
3732051574,源泓牙醫診所,桃園市蘆竹區南昌路262之1號,032222005
3732051583,家恩牙醫診所,桃園市蘆竹區中正路157號,032222512
3732051592,哈佛牙醫診所,桃園市蘆竹區南崁路二九四號1-2樓,032120910
3732051609,謙謙牙醫診所,桃園市蘆竹區福祿一街220號,032220308
3732051618,捷登牙醫診所,桃園市蘆竹區南福街82號,033223372
3732051636,新亞牙醫診所,桃園市蘆竹區中山路137號1樓,032228226
3732051645,東暘牙醫診所,桃園市蘆竹區忠孝西路38號,032229888
3732051654,東信牙醫診所,桃園市蘆竹區奉化路184號1樓,033225288
3732051663,四季牙醫診所,桃園市蘆竹區吉林路149號1、2樓,032122120
3732051681,翔美牙醫診所,桃園市蘆竹區中正路235號1、2、3樓,033225272
3732051690,登峰牙醫診所,桃園市蘆竹區中正路369號,032125880
3732051707,吉慶牙醫診所,桃園市蘆竹區南山路一段25號1樓及地下室,032127702
3732051716,京典牙醫診所,桃園市蘆竹區大竹路428之10號1.2樓,033137575
3732051725,銘深牙醫診所,桃園市蘆竹區南崁路二段143號1樓、145號1樓,033213563
3732051734,京展牙醫診所,桃園市蘆竹區南崁路59號1樓,033113678
3732051743,糸爭瑩牙醫診所,桃園市蘆竹區中山路71號1樓,033121887
3732051752,安欣牙醫診所,桃園市蘆竹區長春路94號1樓,033218599
3732051761,瑞恩牙醫診所,桃園市蘆竹區南竹路一段70號1樓、桃園街121號2樓,033520597
3732051770,璽悅牙醫診所,桃園市蘆竹區忠孝西路190號1樓、2樓,033218891
3732051789,弘醫牙醫診所,桃園市蘆竹區南崁路一段140號2樓之1,033128666
3732051798,優仕美牙醫診所,桃園市蘆竹區大竹路468號1樓,033136677
3732051805,華盛頓美學牙醫診所,桃園市蘆竹區中山路52號1樓及1樓夾層,033226333
3732060019,賴牙醫診所,桃園市大園區大園里中興街56號,033863011
3732060028,大園牙醫診所,桃園市大園區中山北路10號1樓,033867888
3732060064,惠鄰牙醫診所,桃園市大園區果林里3鄰果林路87號,033835695
3732060108,黃炳日牙醫診所,桃園市大園區中山南路19號,033860612
3732060126,惠民牙醫診所,桃園市大園區中華路108號,033866061
3732060144,大華牙醫診所,桃園市大園區大園里中華路83號,033862351
3732060153,群盛牙醫診所,桃園市大園區中正東路19號,033855903
3732061187,慶林牙醫診所,桃園市大園區中正東路一四八號,033840780
3732061203,果林牙醫診所,桃園市大園區果林里三民路二段458號,033839005
3732061212,卡好牙醫診所,桃園市大園區中正東路三段594巷2號一樓,033814940
3732061221,東林牙醫診所,桃園市大園區華興路67號1樓、2樓,033868456
3732061249,尚品牙醫診所,桃園市大園區中華路89號1樓,033856181
3732061258,聯新機場牙醫診所,桃園市大園區航站南路9號1樓,033983486
3732070015,口生牙醫診所,桃園市龜山區山德里山鶯路38號,033334903
3732070033,順天牙醫診所,桃園市龜山區宏慶街2號,0282091097
3732070042,光華牙醫診所,桃園市龜山區萬壽路二段967號,033295542
3732070051,龜山楊牙醫診所,桃園市龜山區新路里萬壽路二段1008號,033203929
3732070060,東昇牙醫診所,桃園市龜山區中興路372之3號,033501105
3732070104,夏德仁牙醫診所,桃園市龜山區萬壽路二段945號,033503768
3732070195,林國禎牙醫診所,桃園市龜山區山德里山鶯路23號,033207188
3732070202,福華牙醫診所,桃園市龜山區龍壽里萬壽路一段243號,0282092899
3732070220,宋洪德牙醫診所,桃園市龜山區新路里萬壽路二段1052號,033205345
3732070257,康普牙醫診所,桃園市龜山區中興路一段99號1、2樓,033500337
3732070266,王治國牙醫診所,桃園市龜山區萬壽路二段1106號1樓,033502530
3732070275,新康牙醫診所,桃園市龜山區中興路166-3號,033500482
3732071307,全家牙醫診所,桃園市龜山區萬壽路二段1002之2號1樓,033506743
3732071316,翔泰牙醫診所,桃園市龜山區復興一路272號1樓,033961089
3732071325,文心牙醫診所,桃園市龜山區文昌一街13號,033287887
3732071361,長春藤牙醫診所,桃園市龜山區文化二路30之3號,033280006
3732071389,青山牙醫診所,桃園市龜山區復興一路30巷40號,033183268
